timestamp,datetime,open,high,low,close,volume
1731369600000,2024-11-12T00:00:00,80.04,82.78,68.0,76.69,1818019.562
1731456000000,2024-11-13T00:00:00,76.69,77.93,71.86,75.39,1304193.717
1731542400000,2024-11-14T00:00:00,75.4,85.0,74.17,82.38,2471579.137
1731628800000,2024-11-15T00:00:00,82.37,87.37,78.84,83.7,1604234.042
1731715200000,2024-11-16T00:00:00,83.71,98.49,82.84,95.42,2821944.885
1731801600000,2024-11-17T00:00:00,95.44,97.43,84.68,87.2,1747857.17
1731888000000,2024-11-18T00:00:00,87.2,95.0,86.38,89.22,1671176.849
1731974400000,2024-11-19T00:00:00,89.21,90.18,85.07,86.68,1002251.171
1732060800000,2024-11-20T00:00:00,86.67,87.83,82.33,83.38,887763.33
1732147200000,2024-11-21T00:00:00,83.41,93.0,81.54,89.51,1455684.862
1732233600000,2024-11-22T00:00:00,89.51,92.78,87.63,92.2,1231751.446
1732320000000,2024-11-23T00:00:00,92.2,106.36,92.08,99.5,3151459.163
1732406400000,2024-11-24T00:00:00,99.5,103.18,91.53,96.92,1496549.842
1732492800000,2024-11-25T00:00:00,96.92,99.23,90.92,92.26,1039103.845
1732579200000,2024-11-26T00:00:00,92.23,95.31,87.95,92.82,851742.704
1732665600000,2024-11-27T00:00:00,92.82,99.0,91.47,97.23,825746.05
1732752000000,2024-11-28T00:00:00,97.25,98.31,93.66,95.54,529480.313
1732838400000,2024-11-29T00:00:00,95.54,104.8,94.72,104.77,817737.485
1732924800000,2024-11-30T00:00:00,104.76,104.92,100.33,102.74,829390.09
1733011200000,2024-12-01T00:00:00,102.75,122.25,99.35,119.55,1983464.76
1733097600000,2024-12-02T00:00:00,119.57,139.74,114.63,132.93,4487620.242
1733184000000,2024-12-03T00:00:00,132.93,135.16,121.42,130.89,2454253.328
1733270400000,2024-12-04T00:00:00,130.9,135.7,121.9,133.69,1760741.798
1733356800000,2024-12-05T00:00:00,133.69,147.06,124.94,135.78,2689717.085
1733443200000,2024-12-06T00:00:00,135.79,139.28,130.08,135.93,1164106.044
1733529600000,2024-12-07T00:00:00,135.94,138.67,131.76,133.79,799724.325
1733616000000,2024-12-08T00:00:00,133.79,135.9,130.08,134.91,633885.207
1733702400000,2024-12-09T00:00:00,134.91,135.07,100.56,110.44,2110765.154
1733788800000,2024-12-10T00:00:00,110.43,114.84,101.23,109.8,2582881.681
1733875200000,2024-12-11T00:00:00,109.79,118.68,106.01,117.3,1267462.877
1733961600000,2024-12-12T00:00:00,117.3,125.01,116.46,119.24,1493639.186
1734048000000,2024-12-13T00:00:00,119.23,125.3,117.04,124.52,1060225.123
1734134400000,2024-12-14T00:00:00,124.52,125.34,115.42,118.21,716518.273
1734220800000,2024-12-15T00:00:00,118.23,122.18,114.26,121.11,657673.179
1734307200000,2024-12-16T00:00:00,121.13,124.03,115.38,117.99,1018209.997
1734393600000,2024-12-17T00:00:00,118.0,131.48,114.37,125.63,1814655.994
1734480000000,2024-12-18T00:00:00,125.6,129.11,107.1,108.35,2148185.765
1734566400000,2024-12-19T00:00:00,108.32,111.76,94.69,99.36,2305051.958
1734652800000,2024-12-20T00:00:00,99.36,103.3,86.69,101.38,1911581.465
1734739200000,2024-12-21T00:00:00,101.37,106.04,97.74,101.56,1025955.733
1734825600000,2024-12-22T00:00:00,101.57,103.93,96.62,99.78,802186.042
1734912000000,2024-12-23T00:00:00,99.8,107.67,97.91,106.77,954998.504
1734998400000,2024-12-24T00:00:00,106.76,110.83,103.96,108.35,682252.924
1735084800000,2024-12-25T00:00:00,108.34,110.67,106.92,109.82,455229.844
1735171200000,2024-12-26T00:00:00,109.82,110.35,101.08,102.23,579103.403
1735257600000,2024-12-27T00:00:00,102.24,106.51,99.68,100.58,505959.606
1735344000000,2024-12-28T00:00:00,100.58,101.8,98.67,100.74,308821.06
1735430400000,2024-12-29T00:00:00,100.75,101.66,96.83,98.51,382496.606
1735516800000,2024-12-30T00:00:00,98.51,103.05,97.36,99.4,632333.703
1735603200000,2024-12-31T00:00:00,99.4,104.79,97.75,103.28,534270.836
1735689600000,2025-01-01T00:00:00,103.28,108.14,102.03,105.24,550072.36
1735776000000,2025-01-02T00:00:00,105.23,108.75,104.61,105.14,660886.805
1735862400000,2025-01-03T00:00:00,105.14,114.83,104.11,112.71,640808.332
1735948800000,2025-01-04T00:00:00,112.72,112.88,110.07,111.21,361726.076
