timestamp,datetime,open,high,low,close,volume
1731369600000,2024-11-12T00:00:00,0.6208,0.7398,0.5968,0.704,1776854012.0
1731456000000,2024-11-13T00:00:00,0.7042,0.748,0.64,0.6898,1208545721.0
1731542400000,2024-11-14T00:00:00,0.6897,0.8473,0.6822,0.7736,1349353792.0
1731628800000,2024-11-15T00:00:00,0.7736,0.9279,0.7704,0.8922,1413430891.0
1731715200000,2024-11-16T00:00:00,0.8921,1.2698,0.8778,1.1209,2373030780.0
1731801600000,2024-11-17T00:00:00,1.1208,1.1603,1.0026,1.0543,1245814358.0
1731888000000,2024-11-18T00:00:00,1.0545,1.1865,1.0543,1.1137,941344489.0
1731974400000,2024-11-19T00:00:00,1.1138,1.148,1.0688,1.1003,562678894.0
1732060800000,2024-11-20T00:00:00,1.1004,1.151,1.0556,1.1041,609804658.0
1732147200000,2024-11-21T00:00:00,1.1042,1.2643,1.0774,1.247,1050788977.0
1732233600000,2024-11-22T00:00:00,1.2471,1.5,1.247,1.4726,1597772473.98
1732320000000,2024-11-23T00:00:00,1.4726,1.63,1.4033,1.4685,1243933645.71
1732406400000,2024-11-24T00:00:00,1.4686,1.513,1.2775,1.4331,960628070.0
1732492800000,2024-11-25T00:00:00,1.4334,1.5393,1.355,1.4142,912385354.0
1732579200000,2024-11-26T00:00:00,1.4142,1.4588,1.2833,1.3984,777417208.0
1732665600000,2024-11-27T00:00:00,1.3984,1.5217,1.3524,1.4696,594887636.0
1732752000000,2024-11-28T00:00:00,1.4696,1.5465,1.4292,1.5421,440541778.0
1732838400000,2024-11-29T00:00:00,1.542,1.8149,1.5233,1.8006,1055874162.77
1732924800000,2024-11-30T00:00:00,1.8005,1.9575,1.7635,1.9513,1118556534.97
1733011200000,2024-12-01T00:00:00,1.9514,2.35,1.8475,2.2937,1171510986.43
1733097600000,2024-12-02T00:00:00,2.2937,2.8723,2.2011,2.7245,2543716698.49
1733184000000,2024-12-03T00:00:00,2.7244,2.9092,2.25,2.5102,1955605237.21
1733270400000,2024-12-04T00:00:00,2.5103,2.68,2.28,2.3574,1127878148.0
1733356800000,2024-12-05T00:00:00,2.3574,2.4942,2.1743,2.2446,1095218093.0
1733443200000,2024-12-06T00:00:00,2.2445,2.4637,2.2252,2.4257,671195786.0
1733529600000,2024-12-07T00:00:00,2.4257,2.6196,2.384,2.6099,541326545.0
1733616000000,2024-12-08T00:00:00,2.6099,2.6469,2.4843,2.6013,456273582.0
1733702400000,2024-12-09T00:00:00,2.6013,2.6076,2.0012,2.2124,991793616.0
1733788800000,2024-12-10T00:00:00,2.2124,2.42,1.9,2.3709,1376683984.0
1733875200000,2024-12-11T00:00:00,2.3708,2.4703,2.2303,2.3941,696138801.0
1733961600000,2024-12-12T00:00:00,2.3942,2.484,2.308,2.3384,528351934.0
1734048000000,2024-12-13T00:00:00,2.3385,2.4788,2.284,2.4217,468083967.0
1734134400000,2024-12-14T00:00:00,2.4218,2.5319,2.3548,2.4005,347447120.0
1734220800000,2024-12-15T00:00:00,2.4006,2.473,2.3677,2.4469,275970977.0
1734307200000,2024-12-16T00:00:00,2.447,2.5872,2.3333,2.4841,603893921.0
1734393600000,2024-12-17T00:00:00,2.4842,2.7281,2.4401,2.5673,745688394.0
1734480000000,2024-12-18T00:00:00,2.5672,2.5921,2.2478,2.3103,759860891.0
1734566400000,2024-12-19T00:00:00,2.3102,2.4317,2.1595,2.239,811210695.0
1734652800000,2024-12-20T00:00:00,2.2391,2.355,1.9601,2.2793,1110347016.0
1734739200000,2024-12-21T00:00:00,2.2793,2.3858,2.1915,2.238,451599864.0
1734825600000,2024-12-22T00:00:00,2.2379,2.2938,2.1604,2.2031,310318499.0
1734912000000,2024-12-23T00:00:00,2.2032,2.2789,2.1308,2.2617,388820902.0
1734998400000,2024-12-24T00:00:00,2.2616,2.3507,2.2138,2.3238,249021066.0
1735084800000,2024-12-25T00:00:00,2.3238,2.3325,2.2615,2.2973,162014998.0
1735171200000,2024-12-26T00:00:00,2.2973,2.3164,2.1277,2.1559,266397920.0
1735257600000,2024-12-27T00:00:00,2.1559,2.2379,2.1149,2.1466,254236575.0
1735344000000,2024-12-28T00:00:00,2.1467,2.2076,2.1343,2.1843,106144470.0
1735430400000,2024-12-29T00:00:00,2.1843,2.1976,2.0711,2.0942,129587392.0
1735516800000,2024-12-30T00:00:00,2.0941,2.1526,1.9954,2.0587,326304793.0
1735603200000,2024-12-31T00:00:00,2.0587,2.1491,2.0126,2.0836,202867597.0
1735689600000,2025-01-01T00:00:00,2.0836,2.3545,2.0811,2.3328,340770274.0
1735776000000,2025-01-02T00:00:00,2.3329,2.4522,2.3297,2.4024,361196381.0
1735862400000,2025-01-03T00:00:00,2.4024,2.4798,2.3966,2.4547,233672728.0
1735948800000,2025-01-04T00:00:00,2.4546,2.509,2.3999,2.4201,179793926.0
1736035200000,2025-01-05T00:00:00,2.4201,2.4285,2.3273,2.3994,155537860.0
1736121600000,2025-01-06T00:00:00,2.3993,2.4584,2.3674,2.42,194293277.0
1736208000000,2025-01-07T00:00:00,2.42,2.4683,2.2572,2.2712,342477338.0
1736294400000,2025-01-08T00:00:00,2.2712,2.3986,2.2001,2.3731,401036029.0
1736380800000,2025-01-09T00:00:00,2.373,2.3956,2.2351,2.2722,294585086.0
1736467200000,2025-01-10T00:00:00,2.2722,2.3699,2.2465,2.3414,248018278.0
1736553600000,2025-01-11T00:00:00,2.3414,2.6036,2.3249,2.5764,349172496.0
1736640000000,2025-01-12T00:00:00,2.5764,2.5835,2.47,2.5046,222912333.0
1736726400000,2025-01-13T00:00:00,2.5045,2.5634,2.3297,2.5232,515356746.0
1736812800000,2025-01-14T00:00:00,2.5232,2.7,2.5126,2.6673,397227342.0
1736899200000,2025-01-15T00:00:00,2.6673,3.2,2.6492,3.1429,1062630122.23
1736985600000,2025-01-16T00:00:00,3.143,3.4,2.9228,3.2451,1110371222.2
1737072000000,2025-01-17T00:00:00,3.245,3.3544,3.1758,3.2922,529933494.0
1737158400000,2025-01-18T00:00:00,3.2923,3.2996,3.058,3.2697,458088944.0
1737244800000,2025-01-19T00:00:00,3.2697,3.2929,2.8277,2.9587,663328805.0
1737331200000,2025-01-20T00:00:00,2.9586,3.3695,2.909,3.1053,838761258.0
