timestamp,datetime,open,high,low,close,volume
1731355200000,2024-11-11T20:00:00,217.81,224.0,216.67,222.13,1595649.712
1731369600000,2024-11-12T00:00:00,222.12,222.57,215.0,220.64,1382615.072
1731384000000,2024-11-12T04:00:00,220.63,221.92,216.02,221.84,1080563.086
1731398400000,2024-11-12T08:00:00,221.84,225.21,208.49,211.13,2565229.966
1731412800000,2024-11-12T12:00:00,211.12,213.98,204.71,210.53,2023993.824
1731427200000,2024-11-12T16:00:00,210.54,215.35,206.61,213.17,1048890.887
1731441600000,2024-11-12T20:00:00,213.17,215.46,210.08,211.64,900697.824
1731456000000,2024-11-13T00:00:00,211.63,213.2,203.02,203.18,1201202.752
1731470400000,2024-11-13T04:00:00,203.19,207.27,200.67,205.22,1580697.641
1731484800000,2024-11-13T08:00:00,205.22,209.45,203.85,207.71,1036765.168
1731499200000,2024-11-13T12:00:00,207.71,217.3,205.95,216.4,3143850.083
1731513600000,2024-11-13T16:00:00,216.39,220.44,210.31,210.87,2538588.379
1731528000000,2024-11-13T20:00:00,210.87,215.5,205.93,215.13,1332948.776
1731542400000,2024-11-14T00:00:00,215.14,219.5,212.05,219.44,1161417.537
1731556800000,2024-11-14T04:00:00,219.44,220.73,215.16,218.12,1187523.435
1731571200000,2024-11-14T08:00:00,218.12,222.8,213.51,216.04,1439076.389
1731585600000,2024-11-14T12:00:00,216.03,217.96,209.03,210.84,1675961.205
1731600000000,2024-11-14T16:00:00,210.84,217.12,209.85,215.62,973308.821
1731614400000,2024-11-14T20:00:00,215.61,215.61,206.78,209.57,1021236.321
1731628800000,2024-11-15T00:00:00,209.57,212.88,208.03,209.02,854240.333
1731643200000,2024-11-15T04:00:00,209.01,210.66,204.48,209.18,781583.976
1731657600000,2024-11-15T08:00:00,209.19,213.93,207.82,213.58,668365.831
1731672000000,2024-11-15T12:00:00,213.57,215.33,206.71,208.32,1187285.686
1731686400000,2024-11-15T16:00:00,208.32,213.52,208.04,212.38,745734.316
1731700800000,2024-11-15T20:00:00,212.38,220.5,212.25,218.45,1033881.782
1731715200000,2024-11-16T00:00:00,218.44,221.61,215.88,221.35,695595.979
1731729600000,2024-11-16T04:00:00,221.34,221.99,218.45,218.91,604384.784
1731744000000,2024-11-16T08:00:00,218.91,219.76,216.61,218.9,573347.932
1731758400000,2024-11-16T12:00:00,218.9,221.8,213.72,215.03,1255500.894
1731772800000,2024-11-16T16:00:00,215.03,217.0,213.35,216.27,644934.013
1731787200000,2024-11-16T20:00:00,216.27,217.36,214.01,215.71,430705.698
1731801600000,2024-11-17T00:00:00,215.72,221.5,212.1,221.37,1013895.458
1731816000000,2024-11-17T04:00:00,221.37,239.9,221.37,237.23,2914764.352
1731830400000,2024-11-17T08:00:00,237.22,242.33,234.29,234.81,1525599.255
